Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción,Duración parada
100004558,09/09/2025,PAREDES SOPLADAS Y CUARTEADAS,,P43,MC,METR,,C340,,0
100004570,09/09/2025,DETRIORO ARCHIVADOR OFICINA,,P43,MC,MECE,10/09/2025,C310,,0
100004597,10/09/2025,Vitrina congelacion,,P42,MC,METR,,C320,Vitrina congelacion N°01,0
100004599,10/09/2025,Revisión Vinipeladora,,P43,MC,MEAB,,A400,,0
100004601,10/09/2025,PUERTA ACCESO PUBLICO,,P41,MC,METR,,C320,Puerta automatica N°01,0
400000001,01/04/2025,Fabricacion de portacuchillos,,P43,MF,AUTO MECE,29/07/2025,C340,,0
400000002,01/04/2025,Fabricación e instalación de perchero,,P43,MF,AUTO MECE,29/07/2025,C200,,0
400000004,01/04/2025,Fabricacion de ganchera,,P43,MF,AUTO MECE,29/07/2025,C210,,0
400000005,01/04/2025,Fabricacion de soporte,,P43,MF,AUTO MECE,29/07/2025,C190,,0
400000006,01/04/2025,Fabricación estanterías porci talleres,,P43,MF,AUTO MECE,29/07/2025,A400,,0
400000086,01/08/2025,Fabricacion Carrito Transport pv bello,60002660,P43,MF,AUOK EMDA METR ORAS,,C220,,0
400000089,04/08/2025,Solic fabricacion estanterias pv Sabanet,,P43,MF,AUTO EMDA MDIF,,C120,,0
400000092,13/08/2025,Portacuchillos,,P43,MF,AUTO MECE,13/08/2025,C240,,0
400000093,13/08/2025,Botero,,P43,MF,AUTO EMDA MDIF,,C240,,0
430000001,21/04/2025,daño en muebles,,P43,MT,MECE,02/05/2025,C410,,0
430000002,21/04/2025,tanque de agua dañado,,P43,MT,MECE,02/05/2025,C410,,0
430000004,24/04/2025,tranpa obstruida,,P43,MT,MECE,05/05/2025,C410,,0
430000005,30/04/2025,Reparacion teclado de balanza,60000389,P44,MT,MECE ORAS,07/05/2025,C140,Balanza colgante N°02,0
430000006,13/05/2025,Cava de congelacion en mal estado,,P43,MT,MECE,21/05/2025,C220,,0
430000010,30/05/2025,cierre dañada,,P43,MT,MECE,07/06/2025,C290,Sierra sin fin,0
430000011,30/05/2025,Carrito de descargue dañado,60001073,P43,MT,MECE ORAS,11/06/2025,C290,,0
430000012,01/06/2025,nevera congelacion charcuteria dañada,60001019,P42,MT,MECE ORAS,04/06/2025,C290,Vitrina congelacion N°01,0
430000016,04/06/2025,Intalar toma regulado,,P43,MT,MECE,07/06/2025,A290,,0
430000017,12/06/2025,Camara sistemas sin visual,,P41,MT,MEAB,,A290,,0
430000018,15/06/2025,Sonido extraño en equipo UPS,,P43,MT,MECE,16/06/2025,C170,,0
430000022,21/06/2025,Camara entrada pv cali sin visual,60001798,P41,MT,MECE ORAS,04/08/2025,C400,CAM PV-CALI-Entrada,0
430000031,01/07/2025,Revision de camara Brink,60001726,P41,MT,MECE ORAS,14/08/2025,C290,CAM PV-SIN_Caja Brinks,0
430000040,15/07/2025,Camara caja 1 palmira sin visual,,P91,MT,MECE,17/07/2025,C390,CAM PV-PALM_Administracion,0
460000227,19/06/2025,INSTALACION DE EMPUJADOR PARA SIERRA,,P41,MZ,MECE,21/06/2025,C100,Sierra sin fin,0
460000323,17/07/2025,Prestamo personal obra PP Mayorista,60002020,P43,MZ,MECE ORAS,04/08/2025,C440,,0
460000402,19/08/2025,Instalación de Trampa de Grasa,60002774,P43,MZ,MECE ORAS,25/08/2025,C400,,0
460000420,23/08/2025,Cambio de Medidor P.v Cali,,P41,MZ,MEAB,,C400,,0
